name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Lucas Nogueira","Toronto Raptors",2016-04-13,2015,3032980,1610612761,400829105,2,8,04,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Jabari Parker","Milwaukee Bucks",2016-04-01,2015,3056600,1610612749,400829020,2,2,08,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"John Henson","Milwaukee Bucks",2016-04-11,2015,6592,1610612749,400829091,4,8,46,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-04-03,2015,984,1610612756,400829036,3,3,49,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Adreian Payne","Minnesota Timberwolves",2016-04-13,2015,2531100,1610612750,400829113,4,4,31,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-04-01,2015,3059319,1610612750,400829021,1,0,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-04-13,2015,2580365,1610612747,400829115,2,11,42,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-04-01,2015,984,1610612756,400829024,1,6,28,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-13,2015,6616,1610612749,400829112,1,5,11,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-04-01,2015,3059319,1610612750,400829021,3,3,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-04-13,2015,4262,1610612748,400829104,2,1,35,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Gordon Hayward","Utah Jazz",2016-04-03,2015,4249,1610612762,400829036,1,1,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Al Horford","Atlanta Hawks",2016-04-13,2015,3213,1610612737,400829108,3,9,09,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Blake Griffin","Los Angeles Clippers",2016-04-03,2015,3989,1610612746,400829034,1,6,51,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Dwight Howard","Houston Rockets",2016-04-13,2015,2384,1610612745,400829111,2,1,38,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-03,2015,3442,1610612746,400829034,2,2,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Andre Drummond","Detroit Pistons",2016-04-12,2015,6585,1610612765,400829100,1,10,28,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-04-03,2015,2580365,1610612747,400829040,3,2,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-04-12,2015,4262,1610612748,400829100,4,2,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,,0.00,0.00
"Alexis Ajinca","New Orleans Pelicans",2016-04-03,2015,3410,1610612740,400829030,4,2,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-11,2015,6616,1610612749,400829091,4,0,58,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Andrew Bogut","Golden State Warriors",2016-04-01,2015,2747,1610612744,400829023,3,7,31,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-04-11,2015,6474,1610612739,400829090,2,0,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2016-04-03,2015,1966,1610612739,400829031,4,2,09,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Kevin Durant","Oklahoma City Thunder",2016-04-11,2015,3202,1610612760,400829096,2,0,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-03,2015,6616,1610612749,400829037,3,3,02,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Kenneth Faried","Denver Nuggets",2016-04-13,2015,6433,1610612743,400829117,2,7,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Trey Lyles","Utah Jazz",2016-04-03,2015,3136196,1610612762,400829036,2,0,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2016-04-11,2015,3059319,1610612750,400829094,2,2,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2016-04-01,2015,3064290,1610612753,400829020,2,2,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Justin Holiday","Chicago Bulls",2016-04-11,2015,2284101,1610612741,400829095,2,0,03,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Andre Drummond","Detroit Pistons",2016-04-02,2015,6585,1610612765,400829026,4,6,58,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Steven Adams","Oklahoma City Thunder",2016-04-11,2015,2991235,1610612760,400829096,2,1,41,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Aaron Gordon","Orlando Magic",2016-04-03,2015,3064290,1610612753,400829035,1,11,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-13,2015,6616,1610612749,400829112,3,4,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-03,2015,3442,1610612746,400829034,2,6,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Glenn Robinson","Indiana Pacers",2016-04-13,2015,,1610612754,400829112,2,10,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-03,2015,6616,1610612749,400829037,4,10,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Alex Len","Phoenix Suns",2016-04-13,2015,2596107,1610612756,400829116,2,1,35,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Andrew Bogut","Golden State Warriors",2016-04-05,2015,2747,1610612744,400829050,1,6,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-04-13,2015,2580365,1610612747,400829115,4,7,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2016-04-05,2015,2530596,1610612760,400829047,3,6,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2016-04-13,2015,2991282,1610612758,400829111,2,6,00,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-04-10,2015,4262,1610612748,400829087,3,2,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Gary Harris","Denver Nuggets",2016-04-13,2015,2999547,1610612743,400829117,2,5,47,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-04-10,2015,4262,1610612748,400829087,3,3,22,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-04-12,2015,4262,1610612748,400829100,3,6,04,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,,0.00,0.00
"Festus Ezeli","Golden State Warriors",2016-04-09,2015,6587,1610612744,400829077,1,4,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-04-13,2015,4262,1610612748,400829104,2,5,52,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Steven Adams","Oklahoma City Thunder",2016-04-05,2015,2991235,1610612760,400829047,3,5,35,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Andrew Bogut","Golden State Warriors",2016-04-13,2015,2747,1610612744,400829114,3,4,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"DeMar DeRozan","Toronto Raptors",2016-04-10,2015,3978,1610612761,400829089,3,5,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,,0.00,0.00
"Jimmy Butler","Chicago Bulls",2016-04-13,2015,6430,1610612741,400829109,1,6,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Myles Turner","Indiana Pacers",2016-04-10,2015,3133628,1610612754,400829086,3,0,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Festus Ezeli","Golden State Warriors",2016-04-13,2015,6587,1610612744,400829114,2,11,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Dwight Howard","Houston Rockets",2016-04-07,2015,2384,1610612745,400829062,1,9,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Bojan Bogdanovic","Brooklyn Nets",2016-04-11,2015,3593,1610612751,400829093,3,3,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-04-07,2015,984,1610612756,400829062,3,3,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Al Horford","Atlanta Hawks",2016-04-11,2015,3213,1610612737,400829090,1,6,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-04-07,2015,984,1610612756,400829062,2,2,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Festus Ezeli","Golden State Warriors",2016-04-07,2015,6587,1610612744,400829064,3,2,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-04-10,2015,2991280,1610612755,400829084,2,6,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Victor Oladipo","Orlando Magic",2016-04-03,2015,2527963,1610612753,400829035,2,1,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Dwight Howard","Houston Rockets",2016-04-10,2015,2384,1610612745,400829082,3,6,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2016-04-07,2015,2991282,1610612758,400829063,1,11,13,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Jimmy Butler","Chicago Bulls",2016-04-07,2015,6430,1610612741,400829061,1,5,08,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"Shaun Livingston","Golden State Warriors",2016-04-05,2015,2393,1610612744,400829050,2,5,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-05,2015,3442,1610612746,400829051,3,5,15,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-04-03,2015,984,1610612756,400829036,3,5,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2016-04-05,2015,2991282,1610612758,400829049,3,2,45,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2016-04-05,2015,2488653,1610612757,400829049,3,7,12,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-04-10,2015,2580365,1610612747,400829082,2,6,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-10,2015,6616,1610612749,400829084,2,4,57,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Rudy Gobert","Utah Jazz",2016-04-10,2015,3032976,1610612762,400829085,4,2,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Dewayne Dedmon","Orlando Magic",2016-04-03,2015,2580913,1610612753,400829035,1,6,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-10,2015,3442,1610612746,400829083,4,4,01,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Cody Zeller","Charlotte Hornets",2016-04-05,2015,2579258,1610612766,400829043,1,11,22,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-04-05,2015,4262,1610612748,400829042,3,0,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,,0.00,0.00
"Emmanuel Mudiay","Denver Nuggets",2016-04-10,2015,3892818,1610612743,400829085,4,0,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Jonas Valanciunas","Toronto Raptors",2016-04-05,2015,6477,1610612761,400829043,1,4,10,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2016-04-05,2015,2991282,1610612758,400829049,3,1,27,0,"Alley Oop Dunk Shot","2PT Field Goal",4,"Portland Trail Blazers",42,11,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-04-06,2015,6474,1610612739,400829052,2,11,16,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Indiana Pacers",-7,21,0,0.00,,0.00,0.00
"Giannis Antetokounmpo","Milwaukee Bucks",2016-04-10,2015,3032977,1610612749,400829084,1,3,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-04-09,2015,984,1610612756,400829076,3,9,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Rudy Gobert","Utah Jazz",2016-04-03,2015,3032976,1610612762,400829036,4,1,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Maurice Harkless","Portland Trail Blazers",2016-04-06,2015,6591,1610612757,400829058,1,6,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-04-09,2015,984,1610612756,400829076,1,4,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-06,2015,3442,1610612746,400829059,2,4,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"James Ennis","New Orleans Pelicans",2016-04-09,2015,2579321,1610612740,400829076,4,2,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Festus Ezeli","Golden State Warriors",2016-04-09,2015,6587,1610612744,400829077,1,5,12,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-06,2015,3442,1610612746,400829059,3,2,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Tyson Chandler","Phoenix Suns",2016-04-07,2015,984,1610612756,400829062,4,0,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Andre Drummond","Detroit Pistons",2016-04-06,2015,6585,1610612765,400829053,1,2,04,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-06,2015,3442,1610612746,400829059,1,1,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2016-04-06,2015,2488653,1610612757,400829058,3,7,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-06,2015,3442,1610612746,400829059,3,7,42,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Cristiano Felicio","Chicago Bulls",2016-04-09,2015,3113587,1610612741,400829078,2,8,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-04-06,2015,2528426,1610612747,400829059,3,10,33,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Markieff Morris","Washington Wizards",2016-04-03,2015,6461,1610612764,400829034,4,4,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"KJ McDaniels","Houston Rockets",2016-04-06,2015,2566741,1610612745,400829057,1,8,49,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-10,2015,6616,1610612749,400829084,5,2,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Mirza Teletovic","Phoenix Suns",2016-04-11,2015,4385,1610612756,400829098,1,1,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Dwight Howard","Houston Rockets",2016-04-07,2015,2384,1610612745,400829062,3,5,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2016-04-11,2015,2991282,1610612758,400829098,3,1,46,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Dwight Howard","Houston Rockets",2016-04-11,2015,2384,1610612745,400829094,2,3,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-03,2015,3442,1610612746,400829034,4,0,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Quincy Acy","Sacramento Kings",2016-04-07,2015,6576,1610612758,400829063,1,6,12,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2016-04-03,2015,3136195,1610612750,400829033,3,0,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-04-03,2015,2528393,1610612747,400829040,2,11,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Festus Ezeli","Golden State Warriors",2016-04-03,2015,6587,1610612744,400829039,1,10,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Willie CauleyStein","Sacramento Kings",2016-04-07,2015,2991282,1610612758,400829063,2,10,27,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Andrew Bogut","Golden State Warriors",2016-04-07,2015,2747,1610612744,400829064,3,4,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Gordon Hayward","Utah Jazz",2016-04-10,2015,4249,1610612762,400829085,3,2,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Dwight Howard","Houston Rockets",2016-04-07,2015,2384,1610612745,400829062,3,10,07,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Lucas Nogueira","Toronto Raptors",2016-04-13,2015,3032980,1610612761,400829105,3,6,29,1,"Alley Oop Layup shot","2PT Field Goal",3,"Brooklyn Nets",32,2,0,0.00,,0.00,0.00
